39, shops, 77516, Bachelors, 13, live, Adm-clerical, bus, book, action, 2174, 0, 40, United-States, <=50
19, ?, 20469, HS-grad, 9, live, ?, Other-relative, web, aventure, 0, 0, 12, South, <=50
60, malls, 181953, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 28, United-States, <=50
43, malls, 304175, Masters, 14, DVD, Prof-specialty, car, book, action, 0, 0, 50, United-States, >50
24, malls, 170070, Assoc-acdm, 12, social_networks, Other-service, running, book, aventure, 0, 0, 30, United-States, <=50
20, ?, 193416, Some-college, 10, live, ?, running, book, aventure, 0, 0, 40, United-States, <=50
51, malls, 194908, HS-grad, 9, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
38, markets, 357962, 9th, 5, social_networks, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
21, malls, 214716, Some-college, 10, live, Adm-clerical, running, book, aventure, 0, 0, 10, United-States, <=50
40, Self-emp-inc, 207578, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 0, 50, United-States, >50
54, malls, 146409, Some-college, 10, Widowed, Exec-managerial, walking, book, aventure, 0, 0, 40, United-States, <=50
35, malls, 341643, Bachelors, 13, live, Other-service, Other-relative, book, action, 0, 0, 50, United-States, <=50
52, malls, 131631, 11th, 7, websites, Machine-op-inspct, walking, magazine, action, 0, 0, 40, United-States, <=50
53, malls, 88842, HS-grad, 9, DVD, Exec-managerial, car, book, action, 99999, 0, 40, United-States, >50
56, ?, 128900, Some-college, 10, Widowed, ?, bus, magazine, aventure, 0, 0, 40, United-States, <=50
35, malls, 417136, HS-grad, 9, social_networks, Craft-repair, walking, magazine, action, 0, 0, 40, United-States, <=50
43, markets, 336763, Some-college, 10, social_networks, Sales, walking, book, aventure, 0, 880, 42, United-States, <=50
29, malls, 209301, Bachelors, 13, DVD, Craft-repair, car, book, action, 0, 0, 40, Canada, <=50
29, malls, 120986, HS-grad, 9, DVD, Transport-moving, car, tv, action, 0, 0, 65, United-States, <=50
27, malls, 51025, HS-grad, 9, live, Other-service, bus, book, aventure, 0, 0, 40, United-States, <=50
58, malls, 218281, Bachelors, 13, DVD, Adm-clerical, car, book, action, 0, 0, 40, Mexico, <=50
64, malls, 114994, HS-grad, 9, DVD, Handlers-cleaners, car, book, action, 0, 0, 18, United-States, <=50
53, malls, 335481, HS-grad, 9, DVD, Adm-clerical, cycling, magazine, aventure, 0, 0, 32, United-States, <=50
21, malls, 174503, HS-grad, 9, live, Adm-clerical, bus, book, aventure, 0, 0, 30, United-States, <=50
40, markets, 230478, Assoc-acdm, 12, social_networks, Exec-managerial, bus, book, action, 0, 0, 30, United-States, <=50
52, shops, 149650, Doctorate, 16, DVD, Prof-specialty, car, book, action, 0, 0, 40, Iran, >50
38, malls, 149419, Assoc-voc, 11, live, Tech-support, bus, book, action, 0, 0, 50, United-States, <=50
40, ?, 341539, Some-college, 10, social_networks, ?, bus, book, aventure, 0, 0, 30, United-States, <=50
39, malls, 185099, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
56, ?, 132930, Masters, 14, live, ?, bus, book, aventure, 0, 0, 50, United-States, >50
68, malls, 128472, Doctorate, 16, DVD, Prof-specialty, car, book, action, 0, 0, 55, United-States, >50
24, malls, 124971, HS-grad, 9, live, Sales, bus, book, action, 0, 0, 38, United-States, <=50
40, Self-emp-inc, 344060, Prof-school, 15, DVD, Prof-specialty, car, book, action, 0, 0, 50, United-States, >50
43, Self-emp-inc, 286750, Prof-school, 15, DVD, Prof-specialty, car, magazine, action, 0, 0, 99, United-States, >50
38, malls, 296999, Bachelors, 13, live, Exec-managerial, bus, book, aventure, 0, 0, 70, United-States, <=50
45, malls, 123681, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 40, United-States, >50
18, malls, 232024, 11th, 7, live, Machine-op-inspct, running, book, action, 0, 0, 55, United-States, <=50
57, ecommerce, 52267, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
49, malls, 119182, HS-grad, 9, websites, Other-service, bus, magazine, aventure, 0, 0, 35, United-States, <=50
25, malls, 191230, Some-college, 10, live, Exec-managerial, running, book, aventure, 0, 0, 40, Yugoslavia, <=50
52, supermarkets, 23780, Some-college, 10, social_networks, Adm-clerical, bus, book, action, 0, 0, 40, United-States, <=50
56, malls, 184553, 10th, 6, social_networks, Craft-repair, bus, book, action, 0, 0, 56, United-States, <=50
26, Self-emp-inc, 242651, Some-college, 10, live, Sales, bus, book, action, 0, 0, 48, United-States, <=50
19, malls, 246226, HS-grad, 9, live, Craft-repair, bus, book, aventure, 0, 0, 40, United-States, <=50
25, Self-emp-inc, 86745, Bachelors, 13, live, Adm-clerical, running, web, aventure, 0, 0, 40, United-States, <=50
25, malls, 106889, HS-grad, 9, DVD, Adm-clerical, cycling, book, aventure, 0, 0, 30, United-States, <=50
21, malls, 460835, HS-grad, 9, live, Sales, Other-relative, book, action, 0, 0, 45, United-States, <=50
48, markets, 213140, 7th-8th, 4, DVD, Craft-repair, car, book, action, 0, 0, 40, Italy, <=50
33, shops, 37070, Masters, 14, DVD, Prof-specialty, car, book, action, 0, 0, 60, Canada, <=50
31, shops, 93589, HS-grad, 9, social_networks, Protective-serv, running, Other, action, 0, 0, 40, United-States, <=50
26, markets, 213258, HS-grad, 9, social_networks, Farming-fishing, walking, book, action, 0, 0, 65, United-States, <=50
37, shops, 46814, Bachelors, 13, live, Prof-specialty, bus, book, action, 0, 0, 38, United-States, <=50
29, ?, 168873, Some-college, 10, social_networks, ?, walking, book, aventure, 0, 0, 30, United-States, <=50
20, malls, 284737, Some-college, 10, live, Other-service, running, book, action, 0, 0, 20, United-States, <=50
28, malls, 309620, Some-college, 10, DVD, Sales, car, Other, action, 0, 0, 60, ?, <=50
49, malls, 197418, HS-grad, 9, Widowed, Adm-clerical, walking, book, aventure, 0, 0, 20, United-States, <=50
73, ?, 132737, 10th, 6, live, ?, bus, book, action, 0, 0, 4, United-States, <=50
49, malls, 185041, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 1977, 40, United-States, >50
51, malls, 159604, Some-college, 10, DVD, Prof-specialty, cycling, book, aventure, 0, 0, 40, United-States, >50
40, malls, 123557, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 40, United-States, <=50
24, malls, 275421, Assoc-voc, 11, live, Machine-op-inspct, running, book, aventure, 0, 0, 40, United-States, <=50
18, malls, 167147, 12th, 8, live, Sales, running, book, action, 0, 0, 24, United-States, <=50
41, malls, 197583, 10th, 6, DVD, Transport-moving, car, magazine, action, 0, 0, 40, United-States, >50
46, malls, 175109, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 1485, 40, United-States, >50
46, malls, 117502, HS-grad, 9, DVD, Adm-clerical, cycling, book, aventure, 0, 0, 40, United-States, <=50
64, malls, 180401, 10th, 6, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, >50
50, markets, 146603, Prof-school, 15, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, >50
53, shops, 143822, Masters, 14, DVD, Prof-specialty, car, book, action, 0, 0, 36, United-States, >50
21, malls, 51985, HS-grad, 9, live, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
22, shops, 48121, Some-college, 10, DVD, Other-service, car, book, action, 0, 0, 25, United-States, <=50
37, malls, 234807, Bachelors, 13, social_networks, Exec-managerial, walking, book, aventure, 7430, 0, 45, United-States, >50
39, supermarkets, 65324, Prof-school, 15, live, Prof-specialty, bus, book, action, 0, 0, 55, United-States, >50
30, malls, 302149, Bachelors, 13, DVD, Sales, car, web, action, 0, 0, 40, India, <=50
25, malls, 168403, Bachelors, 13, live, Prof-specialty, bus, book, action, 0, 1741, 40, United-States, <=50
26, malls, 159897, Some-college, 10, live, Exec-managerial, walking, magazine, aventure, 0, 0, 40, United-States, <=50
43, malls, 416338, Bachelors, 13, live, Sales, bus, book, action, 0, 0, 50, United-States, <=50
59, malls, 370615, HS-grad, 9, Widowed, Adm-clerical, walking, book, aventure, 0, 0, 60, United-States, <=50
27, malls, 219371, HS-grad, 9, theaters, Adm-clerical, walking, book, aventure, 0, 0, 40, Jamaica, <=50
55, malls, 120970, 10th, 6, DVD, Craft-repair, car, magazine, action, 0, 0, 40, United-States, >50
20, malls, 22966, Some-college, 10, live, Other-service, running, book, action, 0, 0, 12, Canada, <=50
25, malls, 34541, Assoc-voc, 11, live, Prof-specialty, bus, book, aventure, 0, 0, 36, Canada, <=50
28, malls, 191027, Assoc-acdm, 12, websites, Other-service, bus, book, action, 0, 0, 40, United-States, <=50
29, malls, 107458, Bachelors, 13, live, Sales, bus, book, action, 0, 0, 50, United-States, <=50
60, malls, 121832, 11th, 7, DVD, Sales, car, book, action, 0, 0, 40, United-States, >50
37, ecommerce, 233825, Bachelors, 13, DVD, Prof-specialty, cycling, book, aventure, 15024, 0, 50, United-States, >50
25, malls, 73839, 11th, 7, social_networks, Sales, running, book, aventure, 0, 0, 40, United-States, <=50
27, malls, 109165, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 0, 60, United-States, <=50
50, shops, 103063, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
41, markets, 29762, Some-college, 10, DVD, Farming-fishing, car, book, action, 5013, 0, 70, United-States, <=50
46, malls, 111979, 7th-8th, 4, DVD, Craft-repair, car, book, action, 0, 0, 47, United-States, <=50
35, malls, 150125, Assoc-voc, 11, social_networks, Other-service, walking, magazine, aventure, 0, 0, 40, United-States, <=50
21, ?, 301853, Some-college, 10, live, ?, running, book, action, 0, 0, 40, United-States, <=50
35, ?, 296738, 11th, 7, websites, ?, bus, book, aventure, 6849, 0, 60, United-States, <=50
40, malls, 118001, HS-grad, 9, live, Handlers-cleaners, bus, magazine, action, 0, 0, 40, United-States, <=50
49, malls, 149337, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
29, malls, 36601, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 0, 0, 50, United-States, <=50
43, ecommerce, 118600, Bachelors, 13, social_networks, Prof-specialty, walking, book, aventure, 0, 625, 40, United-States, <=50
39, malls, 279272, Assoc-acdm, 12, live, Transport-moving, bus, magazine, action, 0, 0, 60, United-States, <=50
35, malls, 181020, HS-grad, 9, live, Handlers-cleaners, running, book, action, 0, 0, 60, United-States, <=50
52, malls, 165998, Some-college, 10, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, <=50
25, malls, 218136, Some-college, 10, live, Handlers-cleaners, bus, magazine, action, 0, 0, 40, Outlying-US(Guam-USVI-etc), <=50
20, Self-emp-inc, 182200, HS-grad, 9, live, Machine-op-inspct, running, book, aventure, 0, 0, 30, United-States, <=50
46, malls, 39363, Some-college, 10, social_networks, Other-service, walking, book, aventure, 0, 0, 10, ?, <=50
24, malls, 140001, Bachelors, 13, live, Exec-managerial, bus, book, action, 0, 0, 40, United-States, <=50
29, malls, 193260, Bachelors, 13, DVD, Craft-repair, Other-relative, web, action, 0, 0, 30, India, <=50
21, malls, 191243, Some-college, 10, live, Other-service, running, book, action, 0, 0, 40, United-States, <=50
37, supermarkets, 207887, Bachelors, 13, social_networks, Exec-managerial, Other-relative, book, aventure, 0, 0, 50, United-States, <=50
43, supermarkets, 211450, HS-grad, 9, live, Adm-clerical, running, book, action, 0, 0, 40, United-States, <=50
19, malls, 184759, HS-grad, 9, live, Adm-clerical, bus, book, aventure, 0, 0, 26, United-States, <=50
47, malls, 197836, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 45, United-States, <=50
61, malls, 232308, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 45, United-States, >50
21, ?, 189888, Assoc-acdm, 12, live, ?, bus, book, action, 0, 0, 55, United-States, <=50
35, malls, 301614, HS-grad, 9, DVD, Other-service, car, book, action, 0, 0, 60, United-States, <=50
60, malls, 146674, 10th, 6, DVD, Handlers-cleaners, car, magazine, action, 0, 0, 40, United-States, <=50
27, malls, 225291, Some-college, 10, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
57, ecommerce, 148509, Bachelors, 13, DVD, Prof-specialty, car, web, action, 0, 0, 35, India, <=50
56, malls, 136413, 1st-4th, 2, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
27, malls, 126060, HS-grad, 9, live, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, <=50
47, malls, 73064, 7th-8th, 4, DVD, Machine-op-inspct, cycling, magazine, aventure, 0, 0, 35, United-States, <=50
19, malls, 39026, HS-grad, 9, live, Other-service, bus, book, action, 0, 0, 30, United-States, <=50
28, markets, 33035, 12th, 8, social_networks, Other-service, walking, book, aventure, 0, 0, 30, United-States, <=50
43, malls, 193494, 10th, 6, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, <=50
63, ecommerce, 147440, Some-college, 10, social_networks, Exec-managerial, bus, book, aventure, 0, 0, 35, United-States, <=50
22, ?, 153131, Some-college, 10, live, ?, running, book, action, 0, 0, 40, United-States, <=50
25, malls, 64671, HS-grad, 9, social_networks, Handlers-cleaners, running, web, aventure, 0, 0, 40, Philippines, <=50
35, markets, 225399, HS-grad, 9, live, Machine-op-inspct, running, book, action, 8614, 0, 40, United-States, >50
20, malls, 174391, HS-grad, 9, live, Handlers-cleaners, running, book, aventure, 0, 0, 40, United-States, <=50
48, malls, 377757, 10th, 6, DVD, Sales, car, book, action, 0, 0, 70, United-States, <=50
30, ecommerce, 364310, Bachelors, 13, live, Prof-specialty, bus, magazine, aventure, 0, 0, 40, Germany, <=50
31, malls, 110643, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, >50
20, malls, 70240, HS-grad, 9, live, Sales, running, web, aventure, 0, 0, 24, Philippines, <=50
57, shops, 32694, Masters, 14, DVD, Prof-specialty, car, book, action, 0, 0, 50, United-States, >50
41, malls, 95047, Assoc-voc, 11, DVD, Adm-clerical, cycling, book, aventure, 7688, 0, 44, United-States, >50
33, malls, 264936, HS-grad, 9, social_networks, Adm-clerical, Other-relative, book, aventure, 0, 0, 40, United-States, <=50
27, malls, 367329, Assoc-voc, 11, DVD, Farming-fishing, car, book, action, 0, 0, 40, United-States, <=50
34, malls, 56026, HS-grad, 9, DVD, Farming-fishing, car, book, action, 0, 0, 60, United-States, >50
22, malls, 186452, 10th, 6, live, Craft-repair, bus, book, action, 0, 0, 30, United-States, <=50
50, malls, 125417, Assoc-acdm, 12, DVD, Exec-managerial, cycling, magazine, aventure, 0, 0, 40, United-States, >50
40, markets, 242082, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 45, United-States, >50
37, malls, 31023, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 51, United-States, <=50
40, ?, 397346, Assoc-acdm, 12, social_networks, ?, bus, book, action, 0, 0, 40, United-States, <=50
53, malls, 424079, Masters, 14, DVD, Exec-managerial, car, book, action, 15024, 0, 55, United-States, >50
38, markets, 108947, Some-college, 10, DVD, Machine-op-inspct, car, book, action, 7688, 0, 40, United-States, >50
25, shops, 261979, HS-grad, 9, live, Prof-specialty, bus, book, action, 0, 0, 40, United-States, <=50
51, malls, 55507, HS-grad, 9, DVD, Craft-repair, car, magazine, action, 0, 0, 40, United-States, <=50
22, ?, 291407, 12th, 8, live, ?, running, magazine, action, 0, 0, 40, United-States, <=50
18, malls, 353358, Some-college, 10, live, Other-service, running, book, action, 0, 0, 16, United-States, <=50
41, malls, 67339, 11th, 7, DVD, Handlers-cleaners, car, book, action, 7688, 0, 40, United-States, >50
33, malls, 235109, HS-grad, 9, live, Adm-clerical, walking, book, aventure, 0, 0, 40, United-States, <=50
33, malls, 208180, Bachelors, 13, live, Sales, bus, book, aventure, 0, 0, 40, United-States, <=50
67, shops, 423561, Some-college, 10, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, <=50
47, markets, 145290, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 2415, 50, United-States, >50
24, malls, 403671, Some-college, 10, live, Machine-op-inspct, bus, book, action, 0, 0, 40, United-States, <=50
32, ecommerce, 49325, 7th-8th, 4, DVD, Other-service, car, book, action, 0, 0, 40, United-States, <=50
29, malls, 370494, HS-grad, 9, live, Other-service, walking, book, aventure, 0, 0, 40, Mexico, <=50
25, malls, 267012, Assoc-voc, 11, live, Sales, bus, book, action, 0, 0, 45, United-States, <=50
33, malls, 191856, Some-college, 10, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
55, malls, 80445, Bachelors, 13, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
31, malls, 379798, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 40, United-States, >50
32, ecommerce, 168387, Masters, 14, DVD, Prof-specialty, car, book, action, 0, 0, 50, United-States, <=50
18, malls, 301948, HS-grad, 9, live, Protective-serv, running, book, action, 34095, 0, 3, United-States, <=50
36, malls, 274809, HS-grad, 9, social_networks, Adm-clerical, walking, book, aventure, 0, 0, 50, United-States, <=50
58, malls, 233193, HS-grad, 9, Widowed, Adm-clerical, bus, book, aventure, 0, 0, 27, United-States, <=50
34, malls, 299635, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 1902, 50, United-States, >50
